{'CALIB_RAW_DAC_START_I': 655360, 'CALIB_RAW_FILETYPE': 'CALIB_RAW_FILETYPE_LIMP', 'CALIB_RAW_DAC_A_INDEX': 4, 'CALIB_RAW_SERIAL': '20190606_02', 'CALIB_RAW_VERSION': '1.0'}
ACBE8,AC85E,AC9DB
B2359,B230D,B21A7
C9ECB,C9F2C,C9F15
B2602,B249C,B2428
C9D5E,C9F65,C9DE6
B24F2,B2368,B243D
C9C84,C9E2E,C9C35
B214C,B2308,B2285
C9921,C99F8,C983B
B2928,B2B20,B277E
CA046,CA19E,CA2A2
B27FB,B28EE,B2761
CA225,CA26A,CA214
B28ED,B2642,B2692
CA320,CA055,CA132
B2891,B296D,B2852
CA310,CA19E,CA3BD
B287D,B2823,B2739
CA11A,CA12D,CA109
B27DA,B26EA,B2381
CA3AE,CA217,CA2B3
B260B,B270B,B26E3
CA002,CA073,C9FFA
B271E,B26E6,B247F
CA1FD,CA26B,CA1F2
B2789,B294D,B274C
CA13C,CA0C8,CA21F
B2890,B255D,B267B
C9FE7,C9FE0,CA107
B282F,B288E,B2845
CA0DC,CA24B,CA00E
B27A2,B2765,B264F
CA00C,CA111,CA08A
B27F7,B2887,B2718
C9FA2,CA21B,CA1BF
B278F,B27FE,B28D5
CA10E,CA0F2,CA1E4
B278F,B265B,B2741
C9FE5,CA016,CA07F
B285B,B2716,B2532
CA216,CA11C,CA0A9
B29D0,B28E7,B27F7
CA32F,CA15A,CA24E
B2983,B2788,B280F
CA451,CA50D,CA315
B26DC,B278B,B26E8
CA13E,CA0C8,CA1E8
B2768,B282B,B27FF
CA1C0,C9FC4,CA026
B26EF,B2766,B26A8
CA3C5,CA08C,CA0DB
B27B3,B278F,B2752
CA013,CA0E8,CA1FA
B26D9,B24E8,B2686
CA15D,CA0E1,CA390
B27CC,B2766,B2693
CA18F,CA2C4,CA363
B25D2,B2858,B259B
CA13A,CA114,C9F60
B2760,B2758,B27C7
C9F38,C9EED,CA0FB
B25DF,B2552,B26E8
C9FA8,CA13A,C9F12
B2442,B2295,B26FE
C9F96,C9FBB,CA072
B2554,B24DD,B2701
C9FF2,CA1B0,C9F79
B2602,B26B2,B2443
CA14A,CA19A,CA1A4
B25C5,B24B7,B2646
CA0A6,CA00B,C9EAF
B2525,B24B0,B25BA
C9DD6,C9FEA,C9EEE
B2495,B22DD,B2372
C9D4E,C9C8E,C9D59
B2112,B2227,B2425
C9FA5,C9BF2,C9BF4
B21C0,B2303,B22FE
C9D6F,C9CDD,C9C6C
B22BA,B2272,B2194
C9DBB,C9DA8,C9C6C
B22CA,B2387,B2238
C9BC3,C9BC8,C9B08
B2277,B2208,B203C
C9B78,C9D04,C9CDA
B2223,B21E9,B2260
C9C30,C9BC6,C9B37
B21BA,B220B,B24BB
C9CA9,C9D4A,C9D41
B217C,B216F,B222C
C9B69,C9D3C,C9D33
B2355,B2208,B21FE
C9C90,C9BB6,C9C20
B2116,B20E7,B2153
C9BFB,C9B9F,C9C57
B21EF,B2068,B21C8
C9BC3,C9BF5,C9AD1
B228E,B2139,B2181
C9AA0,C9B44,C9A80
B2070,B21BB,B2217
C99E9,C9B00,C9AEE
B219A,B20D0,B1F1F
C9B3B,C9ADC,C9AD9
B2285,B21EE,B2133
C9B5F,C994D,C996D
B21CF,B2278,B21A5
C9AB5,C9ABB,C9BCE
B229D,B21C7,B2317
C9EA5,C9C7D,C9C1D
B230B,B23AF,B2529
CA00C,C9D8A,C9F48
B23F1,B22CE,B225D
C9CDC,C9D42,C9CFB
B2254,B2260,B22B3
C9BAC,C9DAA,C9CC8
B23EA,B21B7,B21ED
C9B38,C9D07,C9B56
B2264,B2206,B2364
C9C8F,C9DC6,C9C2C
B20C7,B201A,B219E
C9D59,C9B4D,C9E5A
B2161,B22E5,B230D
C9B31,C9B1F,C9C6E
B215E,B227C,B2120
C9D16,C9C54,C9BD2
B213A,B2182,B21B2
C9BDD,C9CCA,C9C7F
B2155,B2176,B202E
C9B76,C9B72,C9AD8
B20B0,B1FC5,B213D
C99B6,C9BB5,C9A98
B20BE,B2132,B1F9D
C9C9D,C9BAF,C9B65
B228F,B1FEB,B1F28
C9B22,C9CEF,C9DC6
B228D,B2100,B2366
CA8D6,CA748,CAA98
B32A3,B34B3,B352D
CAE00,CADDB,CAD66
B3357,B3422,B329F
CAE38,CAF01,CAEC5
B342A,B3380,B3326
CAE1A,CAD87,CAB7B
B32E0,B3408,B33D7
CAD7B,CADC0,CADFC
B3401,B34A7,B33B5
CAD20,CABEC,CAE27
B335E,B349C,B349E
CAE24,CADDA,CABC5
B345E,B32B9,B3219
CACCF,CAE2E,CAD25
B3579,B33B9,B344E
CAED7,CADAA,CAF14
B330F,B3340,B3229
CADD9,CADA0,CAD3B
B3338,B3374,B3477
CAD6C,CAE87,CAE9E
B31A2,B3314,B33AD
CAD2F,CACAE,CACC8
B332A,B3261,B31BC
CACF1,CAE15,CAF54
B3334,B3391,B32B2
CAC74,CAC8D,CADF0
B32AA,B3265,B3368
CAC1F,CAB4F,CAC20
B3314,B32BE,B3075
CAB9B,CAC4E,CAB5C
B316A,B3150,B326B
CAC4E,CAA87,CACC3
B326E,B3342,B32B3
CACBD,CAE18,CADA6
B3231,B32CA,B32EB
CAB92,CAE72,CADB7
B32C5,B3178,B33DC
CACAD,CAC0D,CAB19
B323B,B3416,B3215
CABA3,CADB0,CABFF
B3194,B3303,B32F2
CAAE7,CACEC,CAD2C
B3215,B3248,B2FF8
CADDA,CAD2B,CABD0
B3247,B321C,B32A0
CAC9C,CABF7,CABE8
B31F9,B332B,B30CB
CAE2C,CAEA5,CAC21
B319E,B3281,B3443
CAB73,CAC4B,CABCB
B318E,B3277,B311E
CABC4,CAB78,CAAD9
B3075,B3148,B31AD
CAD08,CAC1D,CAD95
B30C9,B312A,B30FA
CAB78,CAB85,CAE7F
B3155,B324D,B2FD4
CA9AE,CACA3,CAA98
B30BB,B3032,B306F
CAA6A,CAA49,CA99F
B2F89,B3071,B2FE8
CA9F0,CAAF5,CA94C
B2F90,B3048,B30CC
CA8C4,CA8AA,CA897
B2A61,B2BE8,B2AAF
CA467,CA7AB,CA71F
B2DA3,B2BFA,B2C8B
CA68E,CA6A5,CA6FB
B2B6C,B2A89,B2F33
CA7A5,CA6FD,CA823
B2B72,B2D48,B2B81
CA723,CA72D,CA89C
B2C91,B2B7F,B2C81
CA521,CA4BC,CA673
B2CC3,B2CA6,B2A39
CA666,CA768,CA508
B2BB9,B2D00,B2C62
CA6A2,CA7BE,CA5B7
B2CF7,B2AE0,B2B70
CA70A,CA6F4,CA7E2
B2BCB,B2AF5,B2B4B
CA41B,CA444,CA522
B2C82,B2BCF,B2A45
CA584,CA51D,CA5C4
B2EB6,B2A6F,B2ADD
CA4BC,CA414,CA5D5
B2A57,B2B29,B2B82
CA30C,CA47F,CA5B3
B2B91,B2B11,B2B4F
CA4FB,CA6E3,CA666
B2C4C,B2948,B29E2
CA526,CA483,CA4E2
B2C27,B2CD1,B2A97
CA75A,CA5F4,CA609
B2CE4,B2AF7,B2ACF
CA64E,CA5C5,CA4EB
B2D24,B2D8B,B2D8F
CA753,CA7E1,CA759
B2B76,B2D6F,B2D39
CA713,CA730,CA6B5
B2E75,B2E6B,B2CF6
CA81B,CA858,CA8EF
B2D2C,B2AA6,B2D89
CA637,CA965,CA6D7
B2C63,B2BF0,B2E1C
CA710,CA638,CA602
B29AC,B2CE6,B2A04
CA796,CA590,CA79F
B2AB4,B2B2E,B2C32
CA6D8,CA478,CA63B
B2A90,B2C3F,B2A4C
CA646,CA847,CA60F
B2C31,B2B32,B2BDE
CA3C9,CA55C,CA738
B2C27,B2D93,B2AA5
CA442,CA40C,CA63A
B2C4A,B2A20,B2A18
CA57C,CA3E9,CA55E
B2D2E,B2A9B,B2A92
CA4F9,CA4A5,CA4AC
B29D6,B2AEC,B2AA1
CA455,CA59E,CA5CA
B2A0E,B2BB0,B299B
CA450,CA391,CA66C
B2BFB,B2B26,B2983
CA351,CA499,CA430
B29C5,B2AA6,B2999
CA0D2,CA006,CA098
B315B,B3214,B2F91
CA9F5,CA9F5,CA989
B2F4F,B3061,B30A9
CAC83,CA925,CABE7
B311C,B3298,B30E3
CA8ED,CAB8A,CA9B8
B2DE2,B308D,B2F65
CABBB,CAA35,CAA37
B3161,B301F,B2DB0
CAA2E,CAB3A,CAB9E
B2FA8,B2F82,B2F52
CAB54,CAABE,CAC2E
B2EC7,B2E89,B2E73
CA80F,CA89E,CA83D
B2E8E,B2C33,B2EF8
CA8CD,CA96B,CA898
B3055,B306C,B305F
CA998,CAA90,CA8C5
B2FB8,B2F5D,B2DDE
CA7CA,CA8E9,CA971
B2DB1,B2D14,B2DA7
CAA36,CAB4B,CAAFB
B2F46,B2C8B,B2EC2
CA911,CA77D,CA86A
B2D2C,B2E4A,B2D4D
CA93C,CA8A6,CAA07
B2E7C,B2CC6,B2F08
CA6F2,CA7F9,CA7F3
B2E33,B2D09,B2D67
CA750,CA59F,CA745
B2F06,B2CC9,B2DF4
CA8D9,CA8F8,CA79C
B2EF7,B2F5A,B2EAB
CA6E3,CA92A,CA926
B2E81,B2FED,B2EEA
CA8A7,CAC37,CAABC
B2EA7,B318C,B3081
CA8CF,CAB2B,CAB85
B2FF0,B30DA,B3055
CAA14,CAA75,CAB33
B3089,B310B,B2FA0
CA985,CA857,CA8B8
B2EDE,B3034,B2EEB
CAA82,CA95F,CABC4
B2F18,B2E7C,B2EA1
CA87B,CA980,CA90C
B2E59,B2C99,B2FA2
CAA60,CA766,CA8BB
B2F27,B2F7A,B2DAD
CA929,CAA5D,CA948
B2FEA,B310D,B3006
CAA90,CA96E,CA791
B30E8,B2D1A,B2DAC
CA692,CA8D9,CA79B
B2D90,B2E91,B2E46
CA945,CA6FC,CA94E
B2E95,B2BFF,B2F62
CA891,CA920,CA73E
B2D4C,B2F44,B2E76
CA7D6,CA967,CA826
B2D31,B2F59,B2E1A
CA5E1,CA9E1,CA740
B2C50,B2D11,B2EFB
CA7A8,CA8B3,CA984
B2ABF,B28F4,B2C0C
CA472,CA3A4,CA55E
B2AB1,B2BBA,B2AF2
CA671,CA723,CA5CF
B2B14,B2AC3,B28D1
CA4D6,CA485,CA5D8
B2ACA,B28DD,B2B17
CA51F,CA450,CA434
B298F,B2934,B2AD1
CA0C2,CA3A3,CA391
B2AFD,B299C,B280B
CA350,CA5AF,CA3C8
B29EA,B2B97,B2A2B
CA33E,CA3D0,CA429
B2AA6,B2AA4,B27A5
CA494,CA52E,CA73F
B2B4D,B2ADE,B2C6A
CA4E1,CA448,CA55D
B2B5C,B297D,B2A4A
CA49A,CA551,CA40C
B29AF,B2B6A,B2989
CA428,CA383,CA0B7
B27E3,B285D,B2705
CA54C,CA41F,CA4E7
B28A7,B2960,B27A0
CA21C,CA256,CA398
B2A6E,B2A2E,B292B
CA213,CA67A,CA40E
B27E5,B281B,B2879
CA3A7,CA1F0,CA35D
B2A57,B26EF,B2642
CA34F,CA339,CA4F4
B2B90,B2B5E,B285A
CA343,CA318,CA398
B2BDA,B2931,B2A0E
CA3DB,CA4EA,CA35A
B2966,B2A84,B2AEE
CA1AB,CA59D,CA4CD
B28C4,B2A79,B2B97
CA47D,CA32B,CA497
B2B54,B2AE0,B2996
CA23B,CA41C,CA357
B291C,B286C,B2926
CA4C8,CA3B7,CA535
B28D2,B29A8,B2AE7
CA636,CA552,CA590
B282D,B29A0,B28AD
CA465,CA3CD,CA2ED
B2976,B2AB8,B29F2
CA3D5,CA259,CA3FD
B27BB,B28A3,B29EF
CA1FA,CA25E,CA2A3
B2A7E,B2726,B271F
CA228,CA14B,CA1D4
B27D1,B27DF,B2765
CA3AA,CA2FD,CA37D
B288B,B27C6,B2908
CA378,CA1E6,CA36A
B26F6,B28DC,B2945
CA354,CA22A,CA2AC
B26DD,B2A4E,B2644
CA14B,CA169,CA2FC
B287C,B2764,B26BE
C966D,C9676,C96FF
B2C37,B2B98,B2CC6
CA701,CA560,CA4C9
B299D,B2B72,B29EA
CA44D,CA5E4,CA482
B2B3C,B29ED,B2987
CA580,CA611,CA741
B2BAB,B2C2D,B2D04
CA795,CA717,CA7EB
B2D63,B2D5C,B2BB9
CA5C9,CA466,CA565
B2AE7,B2E27,B2C13
CA70E,CA671,CA5BE
B2CAB,B2ABF,B2A0E
CA883,CA7B4,CA607
B2B74,B2E8C,B2B61
CA71B,CA5DF,CA665
B2B96,B2BBA,B2BA5
CA74A,CA557,CA657
B2C67,B2C18,B2C56
CA78D,CA586,CA54F
B2A5D,B2A4A,B2B85
CA423,CA578,CA36A
B2A26,B2859,B29AC
CA380,CA57C,CA2E7
B2A65,B2A36,B2970
CA21C,CA4DB,CA41F
B29E8,B2AE4,B2A10
CA62F,CA499,CA573
B29D1,B2B13,B2A4E
CA5A5,CA55B,CA48E
B2B79,B2958,B2B20
CA5AF,CA43B,CA693
B2C0D,B2B68,B2BFD
CA6DC,CA7CC,CA7C2
B2CD9,B2B95,B2BC7
CA541,CA684,CA73A
B2CE6,B29E5,B2CA9
CA65C,CA4E4,CA570
B2BF7,B2CD4,B2A77
CA5D1,CA62A,CA47B
B2A58,B2B80,B2A24
CA674,CA7B1,CA786
B2BB7,B2D3B,B2B6E
CA6A6,CA6C6,CA5FC
B2AE5,B2B33,B2BE9
CA490,CA4A1,CA50A
B2BAE,B2AB6,B2BCC
CA5E2,CA518,CA510
B2B09,B2B86,B2D3E
CA5C9,CA516,CA51D
B2CDC,B2BDE,B29A7
CA581,CA537,CA646
B2C5C,B2DA6,B2ABF
CA4BA,CA1AE,CA394
B29F6,B2ABD,B2984
CA166,CA397,CA546
B2C32,B2B0E,B2A8C
CA639,CA47B,CA4FF
B2B8D,B2989,B2905
CA527,CA4A2,CA6C8
B29D4,B2978,B29BC
CA405,CA5F3,CA472
B2A24,B2AB1,B2C1B
CA40A,CA506,CA453
B2835,B2905,B274E
CA115,CA1EF,CA2CC
B287A,B2914,B2A57
CA1CB,CA1FF,CA4A2
B27A0,B294F,B2844
CA1F2,CA1B4,CA067
B2790,B273C,B2849
CA136,CA1F0,CA164
B26B5,B25EC,B251D
CA15F,CA0F4,CA07D
B2761,B2600,B26FC
CA26F,CA09C,CA02B
B27C4,B2671,B2626
CA0FF,CA179,CA144
B25FF,B26C2,B24DC
CA238,CA2B8,CA137
B278E,B2795,B2691
CA175,CA155,CA384
B25CA,B2669,B28A2
CA12D,CA159,C9FD9
B2547,B256A,B2471
CA16D,CA132,CA17B
B2652,B24C9,B2658
CA077,CA0EC,CA19E
B25EC,B25AC,B276A
C9F47,CA08D,CA020
B25ED,B269B,B2504
C9F5E,CA069,C9FDF
B251C,B2668,B2455
C9F2F,C9F4D,CA148
B2757,B27C8,B25FF
CA13D,CA08C,CA20E
B25D3,B28F4,B26F6
CA0A0,CA2E8,CA173
B2970,B25BF,B2560
C9E75,CA170,CA151
B2654,B27AD,B277A
C9F5A,C9FBF,CA249
B2887,B26AB,B275E
CA239,CA156,CA284
B2652,B2701,B273D
C9EB4,CA23A,CA22C
B26E8,B24EA,B25B8
C9FAA,CA023,CA082
B25D7,B26A3,B261A
C9EEE,CA064,CA049
B257D,B26A2,B2391
C9F86,CA156,CA10E
B2502,B2661,B256F
C9F11,CA149,CA136
B2537,B2602,B2684
CA03A,CA127,CA036
B258C,B2693,B27B8
CA033,CA0D8,C9E42
B260B,B22CC,B2520
C9ED6,CA119,CA00C
B23FC,B24A5,B2406
C9DAD,C9E76,C9EFB
B24E7,B2576,B23D7
C9EB1,C9F3E,C9F0B
B24A9,B24A7,B2398
C9ECD,C9FE7,C9EA0
B257C,B2355,B247D
C9B0A,C9B77,C9B0C
B2A5E,B2AF5,B28E1
CA252,CA1A1,CA220
B2A54,B2A37,B2B0A
CA17C,CA248,CA06C
B2887,B2929,B26A2
CA120,CA11F,CA1D4
B279A,B2830,B292A
CA398,CA206,CA19E
B2805,B29E2,B2822
CA126,CA25F,CA27F
B276E,B266A,B2714
CA265,CA26E,CA531
B289A,B28B2,B2806
CA163,CA2D4,CA32C
B2936,B28E4,B270C
CA442,CA0CB,CA2FC
B2732,B283C,B2579
CA203,CA04F,CA0E2
B2853,B2714,B281A
CA045,CA033,CA207
B264A,B2795,B2762
CA1D8,CA0F4,CA37C
B278B,B268C,B2850
CA2C6,C9F70,CA178
B2684,B2801,B26C9
CA23C,CA256,CA204
B2736,B281C,B2727
CA05C,CA33F,CA161
B27D7,B27C3,B2733
CA105,CA250,CA1C4
B2777,B275C,B283A
CA2D3,CA1A7,CA350
B291F,B286A,B2849
CA36F,CA0F9,CA4B0
B27D6,B284F,B275D
CA427,CA319,CA475
B2A6F,B291E,B2876
CA3A5,CA243,CA439
B29B9,B27A6,B27AF
CA320,CA253,CA3FA
B2960,B2914,B29AF
CA2E0,CA31C,CA43A
B2A47,B2A83,B28B2
CA381,CA29B,CA428
B288E,B27E4,B298B
CA1C0,CA276,CA4AB
B2765,B2865,B2777
CA32D,CA399,CA3A7
B284A,B2822,B29AB
CA26F,CA284,CA35F
B27C3,B2913,B27B8
CA1C6,CA1E5,CA2A9
B271C,B27A4,B27D6
CA0EA,CA32E,CA219
B2883,B27BA,B2756
CA1AB,CA10C,CA12B
B279D,B27BA,B280F
CA1B4,CA29D,CA1D6
B2540,B259C,B265C
CA156,CA228,C9F18
B28C5,B279D,B2683
CA1C0,C9FB3,CA15C
B25A1,B2584,B25FA
C9F86,CA0F9,C9FB3
B2460,B244A,B24AE
C9F36,C9EF5,C9EC4
B2478,B2469,B2213
C9CB7,C9EEE,C9F89
B257D,B239F,B24F6
C9DE7,CA014,C9E95
B25F2,B2457,B239D
C9CBC,C9DDD,C9D8B
B22F7,B2400,B22F3
C9D73,C9C53,C9DC7
B238D,B220E,B21FA
C9D85,C9E9A,C9E6D
B249F,B24EB,B231B
C9CEB,C9CDD,C9CAD
B215C,B217C,B227C
C9E26,C9CAF,C9E90
B2428,B22C7,B2285
C9E4C,C9CD1,C9E02
B21DC,B2346,B20B4
C9C2D,C9DDA,C9E31
B23C9,B2144,B227B
C9B43,C9C16,C9B98
B21EC,B23CC,B2287
C9D22,C9BE6,C9B78
B21EC,B23B3,B2362
C9B75,C9EAB,C9D22
B2224,B209A,B2146
C9E18,C9D5B,C9D37
B23FF,B2338,B2436
C9E03,C9CD7,C9BFE
B219F,B2110,B2078
C9CF2,C9CD3,C9D8B
B23C9,B23EC,B25C4
C9E6A,C9D28,C9DC3
B2527,B2258,B2449
C9D12,C9F06,C9D89
B213E,B2327,B22A8
C9C83,C9D88,C9D8F
B245F,B231B,B20CA
C9CC9,C9E8C,C9D9B
B21EA,B21FD,B2384
C9C8D,C9C97,C9D56
B2261,B21DB,B1FD7
C9DC8,C9C33,C9C5F
B224A,B223A,B20D5
C9D09,C9C03,C9D59
B226E,B23D2,B2343
C9F99,C9C44,C9D89
B21C6,B2357,B232F
C9F09,C9C66,C9E6F
B2198,B21F9,B21DA
C9CD2,C9CD8,C9EB7
B2201,B2107,B20C7
C9BC7,C9E5D,C9C98
B2044,B22A9,B2235
C9D27,C9B77,C9D0A
B21E7,B21A2,B2267
C9CA1,C9E7D,C9D49
B2174,B217D,B22C4
C9A3F,C9C75,C9B27
B21E0,B1F86,B2137
C9C18,C9A55,C99FE
B1F45,B1F23,B1FD0
CE813,CE80B,CE88C
B3153,B303C,B30EF
CAB3B,CAB25,CAA48
B32A5,B3355,B2F70
CABF4,CAB56,CAC91
B326D,B30D1,B31C0
CAA55,CAC6D,CAC24
B3347,B2FC0,B3091
CAAE4,CAA74,CAAE5
B317A,B3055,B3104
CAB48,CAB2B,CA9AC
B3100,B31D6,B2FE0
CAAF9,CAB9D,CAA4A
B328A,B30AF,B315F
CAC24,CAC92,CAB55
B3350,B31F9,B3198
CAC2E,CAA38,CACC1
B2F5B,B306F,B3196
CAAF5,CAC65,CAC42
B315F,B3128,B3111
CAA59,CAAC4,CAC5E
B30D1,B2F02,B3092
CAAF3,CA9E6,CAAAC
B316F,B30B0,B3003
CACF1,CABFA,CAB0A
B3148,B304C,B305C
CA922,CA9C3,CAA97
B2FAE,B2CB0,B2E89
CA895,CAA51,CAA80
B2EDD,B2FBE,B2E79
CA961,CA94D,CA8C3
B2EC2,B3055,B309E
CA9EE,CABA1,CA97D
B33EA,B31D2,B31BA
CAB08,CAA48,CAB2E
B3178,B32B3,B2FCC
CAC9C,CADE9,CAAB5
B326A,B3037,B3060
CACF0,CABD7,CAC98
B334F,B31D1,B32E0
CACEA,CAB00,CACA8
B3285,B33C2,B335A
CAAF3,CAACC,CAE7D
B3357,B313A,B3343
CAB70,CAA58,CAB77
B30A1,B3141,B32B8
CAB26,CAC39,CAD2B
B31AE,B2FD9,B318B
CAED1,CAC8F,CAD5C
B31C9,B31A3,B32A9
CAC3B,CAC42,CAB98
B3385,B3209,B313C
CACF4,CAB83,CAD40
B3170,B3198,B306B
CABF9,CABA1,CAB1E
B3000,B319C,B3001
CA920,CAA12,CAB01
B3073,B3244,B2FF2
CAA04,CAA50,CAC6F
B30D3,B3032,B317D
CAC1B,CAAD6,CAB11
B3093,B2F16,B2F3C
CA8E5,CAA12,CAA5C
B2F3B,B2F9B,B2F45
CAA38,CA857,CA694
B2E85,B2D90,B2E66
CA643,CA663,CA7E5
B2C79,B2BAA,B2C22
CA764,CA63D,CA6AB
B2D72,B2CF4,B2DD3
CA68A,CA631,CA62F
B2CB8,B2C45,B2A81
CA62D,CA83D,CA706
B2BF1,B2B01,B2B98
CA561,CA66D,CA5F7
B2DFA,B2AB6,B2C14
CA6AE,CA595,CA4B7
B2C16,B2C5D,B2C84
CA438,CA510,CA5EF
B2C50,B2B0D,B29AA
CA5A5,CA5DA,CA616
B2C02,B2932,B2AD6
CA55F,CA3F7,CA33E
B2BB2,B2CA1,B29A1
CA4AF,CA41F,CA368
B297A,B29AC,B2A52
CA54F,CA442,CA396
B2A78,B2A67,B2C49
CA538,CA59D,CA5B2
B2C3A,B2B09,B2B47
CA4B6,CA611,CA59E
B2AC9,B2BEB,B2AC7
CA36F,CA3E5,CA4C3
B2A7D,B2AE7,B2C1A
CA5CB,CA5C4,CA30A
B2A9E,B2B17,B2C3C
CA6AB,CA3E3,CA520
B2CC8,B2EF0,B2B5E
CA7AF,CA6D0,CA59D
B2C67,B2C4B,B2CC4
CA83C,CA6D5,CA577
B2D54,B2D13,B2E22
CA7DC,CA6F3,CA4A1
B2B97,B2C82,B2C1F
CA5DB,CA683,CA4DC
B2AEB,B2CB5,B2A8E
CA3EF,CA5F2,CA450
B2AF0,B2A07,B2AB0
CA589,CA4BA,CA711
B2B53,B2B2D,B2B1A
CA472,CA58F,CA56E
B2A82,B2BA6,B293D
CA4D5,CA5C1,CA58D
B2AB8,B2949,B2A54
CA3F6,CA5B3,CA4B2
B2B21,B2BC9,B2CD5
CA4AE,CA460,CA4B9
B2B29,B29FF,B29C4
CA1A9,CA5BC,CA4BB
B299E,B2979,B275D
CA3AE,CA51A,CA529
B2A61,B2B0F,B2AE8
CA35F,CA21B,CA4C1
B2A49,B27B5,B288B
CA3E5,CA499,CA638
B2BD0,B2B0D,B2A55
CA3A8,CA578,CA5BC
B2B8F,B2ABB,B2B7D
C9DD0,CA12D,CA113
B2ECD,B3009,B2FC4
CA902,CAB28,CAACA
B2F35,B3140,B2F84
CAA87,CA992,CAA8A
B2FA4,B2F25,B2FA6
CA9C3,CA9C9,CAA12
B3222,B2FC1,B3160
CA752,CA994,CABD3
B2E70,B2EA1,B30FF
CAA60,CA965,CA954
B2E6D,B2F7F,B2DAC
CAAAF,CABB5,CA9A3
B2F76,B2E9B,B2D65
CAABA,CA82E,CA84B
B2EE1,B2EC3,B2D9E
CA957,CA99D,CABC0
B2F3C,B2FE5,B2F4F
CA914,CA96E,CA91F
B2D39,B2DBF,B2F07
CA994,CA8FB,CA879
B2E3A,B2E3C,B2D4B
CA904,CA7E5,CA72C
B2EEC,B2EA2,B2E19
CA96B,CA773,CA782
B2EA7,B2E5C,B2CCD
CA668,CA7F2,CA84C
B2CE9,B2DF0,B2C5E
CA7C1,CA8EC,CA85F
B2D69,B2D4D,B2DCB
CA68B,CA765,CA833
B2CCB,B2EAF,B2C90
CA68B,CA8CC,CA769
B311A,B2FAA,B30B1
CAB7B,CAAD4,CAA3D
B32BF,B3010,B30C4
CA928,CA88D,CA9AC
B30F3,B307D,B2F39
CAB0B,CABF9,CAA44
B308C,B300C,B2EA9
CAA69,CAAB0,CA8FC
B2F4E,B3060,B2F00
CA989,CA9DC,CA9A7
B2FD1,B2F6B,B30A2
CA969,CAABB,CAAE7
B2D7A,B2FDF,B2FC2
CA964,CAA74,CAA47
B307E,B30B6,B2FC4
CA91E,CAAA9,CA7DF
B2F6C,B2F5C,B2D7E
CA940,CA9E4,CA8C2
B2E5D,B2C14,B2D22
CA737,CA79C,CA764
B2BCB,B2C97,B2D3B
CA769,CAA2A,CA703
B2D94,B2D13,B2DEB
CA754,CA9B3,CA8CD
B2F51,B2D9E,B2E57
CA6A6,CA62C,CA908
B2CEB,B2D11,B2D0A
CA882,CA916,CA9D4
B2E1E,B2D82,B2E0B
CA738,CA70F,CA786
B2CC9,B2DDB,B2CDB
CA7E7,CA523,CA5B8
B2B70,B2B90,B2B7F
CA45A,CA395,CA544
B2BF5,B28D4,B2A10
CA449,CA5FB,CA3A6
B2A81,B2AC2,B2A82
CA41E,CA3A5,CA4A9
B29C5,B2BCA,B2B43
CA529,CA6F3,CA67E
B2AC4,B2AC8,B2975
CA3A3,CA3F0,CA39E
B29FB,B29C0,B2AA9
CA3B0,CA4B9,CA740
B2A6A,B2938,B2884
CA35F,CA4C4,CA400
B2984,B29BA,B2B6F
CA5FB,CA6EC,CA44B
B2B2A,B2976,B2747
CA41B,CA46F,CA3A1
B2B0D,B2A16,B2ADB
CA40D,CA44E,CA3BE
B2A9F,B29F5,B2B2C
CA280,CA461,CA6A8
B2A79,B2AB6,B29AD
CA48A,CA44B,CA297
B2A28,B28AB,B2914
CA357,CA5BE,CA440
B27EB,B2945,B2971
CA25A,CA36A,CA46B
B28DC,B2981,B2820
CA1D9,CA173,CA293
B27AC,B289F,B275D
CA1F9,CA56E,CA3F6
B2C5D,B2B38,B2BC4
CA6C0,CA792,CA556
B2C29,B2AD1,B2979
CA593,CA666,CA542
B2B92,B28FF,B2C1D
CA6F5,CA591,CA41D
B2BC4,B2B96,B2A6A
CA331,CA34B,CA404
B28C6,B2AAF,B29AD
CA464,CA3FB,CA472
B2938,B2963,B26CB
CA4C4,CA5A2,CA3F2
B2872,B2A34,B2A25
CA3DF,CA1D4,CA2A6
B2A59,B29CE,B2818
CA44A,CA493,CA317
B28ED,B2918,B2866
CA57F,CA3D9,CA319
B2931,B29AD,B29EA
CA3A2,CA457,CA461
B294A,B26C7,B28B6
CA44C,CA20E,CA38D
B274B,B289C,B285F
CA275,CA43A,CA2DF
B2923,B2768,B278F
CA335,CA0F0,CA23A
B26B2,B276C,B29EE
CA258,CA334,CA217
B2929,B2873,B278E
CA3CB,CA0F6,CA251
B27B4,B26D6,B25C1
C98C4,C98FD,C9909
B2EA1,B2D36,B2CF0
CA46F,CA627,CA4E5
B2C3D,B2BCF,B2C1D
CA6AA,CA4EA,CA6C5
B2C0C,B2B15,B2A58
CA4B3,CA648,CA60B
B2CBB,B2CE0,B2DA0
CA596,CA6B1,CA588
B2B1A,B2BA0,B2ADB
CA568,CA564,CA6A9
B2AE8,B2B83,B2C29
CA573,CA60C,CA5B6
B2C0A,B2BFA,B2A0E
CA4DD,CA5C6,CA578
B2C18,B2BD3,B2BC5
CA3FC,CA61B,CA4ED
B2929,B2D49,B2A1A
CA4B4,CA55B,CA3C4
B2AC6,B2A12,B2AB7
CA5A7,CA561,CA5CD
