{'CALIB_RAW_DAC_START_I': 163840, 'CALIB_RAW_FILETYPE': 'CALIB_RAW_FILETYPE_LIMP', 'CALIB_RAW_DAC_A_INDEX': 0, 'CALIB_RAW_SERIAL': '20190606_02', 'CALIB_RAW_VERSION': '1.0'}
EFBFD,EFBCA,EFC9C
DE86A,DE9FC,DEAAB
F64DE,F645B,F6412
DEB24,DEB89,DEC93
F64F0,F661E,F63B5
DEBBA,DECD0,DE987
F6720,F66C0,F6758
DEBA9,DEB35,DECCF
F6620,F669E,F6562
DEC08,DEAE9,DEC28
F66F3,F678C,F661C
DEBBA,DEB85,DEC2C
F65EF,F6727,F6432
DEA80,DEB4D,DEE2C
F67BF,F67A8,F66EF
DED52,DEC59,DEC51
F65AF,F67F3,F67C5
DEE45,DEE49,DEC9D
F6841,F663A,F690D
DEB80,DED9B,DED12
F65AE,F67ED,F67A0
DEDFE,DEDC4,DEDB8
F6A56,F67D2,F6893
DED23,DED3D,DEC3B
F693E,F661B,F67D3
DECFC,DEDBF,DECDD
F6628,F68C3,F6645
DEF2E,DED25,DEE78
F67E8,F67A0,F6854
DEEE8,DEEED,DEFF7
F6898,F696B,F6942
DF0AB,DEF4E,DEFEE
F68CE,F68A1,F698F
DED95,DEE99,DEECE
F6951,F69EB,F6A49
DEF69,DEE3C,DF027
F68E3,F690B,F6BAA
DEFC9,DF11D,DF096
F695C,F688D,F6ABA
DF093,DF04F,DF03C
F6AD3,F69A0,F69D7
DF03D,DEEA0,DEF4F
F6BBF,F6ADD,F6C24
DF031,DF1AD,DEF69
F6ACE,F69AA,F6B46
DEF29,DF01B,DEE42
F6B1F,F6ACF,F6AC5
DEFCC,DEFCB,DEF83
F6A97,F6A0F,F6C7C
DF0A5,DF09A,DEED7
F69C4,F6A80,F6AFB
DF032,DF05A,DEFE6
F6AD4,F69E5,F6B3E
DEE37,DF111,DEFEC
F6B0B,F6C31,F6C3C
DF0DB,DEE53,DEE98
F6C96,F6C17,F6A1C
DF170,DF0B6,DF26A
F6BE8,F6C28,F6C70
DEEEE,DED6B,DEC80
F68D8,F68EE,F6850
DED74,DEE44,DED40
F6867,F69AA,F68CA
DEE07,DED6E,DEACC
F6861,F69A5,F69FB
DEDBC,DEFD6,DEC8C
F683C,F6779,F67E2
DED91,DEC67,DECE1
F68C9,F67CB,F68BE
DEBF7,DEDD1,DED99
F66B1,F6783,F66D6
DEC69,DECF3,DED9E
F66B6,F6946,F6747
DEB87,DEDEA,DEC1C
F69B6,F6ACB,F6947
DEE3F,DEDFE,DEF45
F682E,F6818,F68EF
DEBBA,DED02,DEDC4
F68FE,F6A77,F6863
DEFB2,DEEFD,DEE1E
F6963,F6B17,F6A1F
DEF08,DEECC,DF0BC
F6A80,F6C3A,F69C1
DEFF0,DEF8A,DEFDE
F698F,F6A87,F6A5B
DEFE5,DEE32,DEFA1
F6B77,F6B5D,F6AB7
DEEF3,DEF61,DF0E0
F696A,F69BE,F69F5
DEFD9,DF011,DF0C6
F6A63,F6950,F6B5C
DF0B0,DF108,DF179
F6B0F,F6BC1,F6CA4
DF1DC,DF276,DF0DE
F6BEA,F6C22,F6DCA
DF267,DF265,DF2ED
F6ABF,F6D24,F6CC6
DF1C1,DF15F,DF181
F6D53,F6E67,F6CE1
DF2AA,DF22C,DEFEA
F6C8E,F6BF8,F6DFE
DF432,DF301,DF3AA
F6CE5,F6C40,F6C54
DF12E,DF060,DF1BB
F6B94,F6CFE,F6BC1
DF100,DEE8B,DF14F
F6D0F,F6E5E,F6DAB
DF14A,DF348,DF305
F6D0B,F6D35,F6E49
DF3AB,DF276,DF2B1
F6D00,F6D74,F6C15
DF221,DEF23,DF1C4
F6A43,F6E40,F6CE7
DF299,DF1A1,DF08F
F6C7F,F6D7A,F6DC2
DF2BB,DF20E,DF265
F6AFE,F6B39,F6C03
DF2B0,DF374,DF3EA
F6EAA,F6F04,F6E3B
DF31F,DF31E,DF284
F6AC0,F6C18,F6BDC
DF30E,DF1E2,DF25C
F4E71,F4ED3,F503E
DF39A,DF1F8,DF1C5
F6DD2,F6DC9,F6D1E
DF396,DF3AA,DF58C
F6FED,F6E72,F6D01
DF356,DF2D0,DF3B4
F6E09,F6DD6,F6EFE
DF561,DF418,DF412
F6F4D,F704C,F6FE2
DF2FB,DF4FC,DF4B6
F6E52,F6ECA,F7050
DF4E8,DF3EF,DF4E5
F6FD6,F6FD9,F6F62
DF28A,DF5E4,DF3FA
F6E8C,F6F7E,F6E18
DF481,DF4C7,DF66A
F6F98,F7150,F6F6A
DF4E5,DF7CB,DF5E1
F6EEC,F7117,F6FC2
DF3C2,DF659,DF74F
F7097,F6FA9,F70DE
DF65D,DF581,DF62D
F6FD0,F7215,F7193
DF50C,DF68F,DF606
F7102,F7000,F71B6
DF5EC,DF64F,DF67B
F7058,F6F83,F7177
DF73B,DF89A,DF752
F71B6,F7214,F6FEC
DF66B,DF549,DF5EE
F6D47,F7161,F7006
DF701,DF5F6,DF448
F6FC4,F6FCC,F6FBD
DF6C9,DF698,DF729
F712C,F7193,F70E3
DF4FF,DF7B6,DF5E6
F71D8,F718A,F7266
DF797,DF56F,DF5C3
F71B9,F72E6,F71CC
DF71B,DF70B,DF53D
F711E,F72B0,F72DE
DF82A,DF8CA,DF729
F70A9,F7076,F7354
DF806,DF824,DF6B2
F733C,F7308,F7207
DF8E0,DF83A,DF7D8
F72EB,F7017,F7331
DF8D5,DF77B,DF974
F72E1,F74C3,F73DA
DF8B3,DF819,DF7A8
F71D3,F73F3,F7380
DF7A1,DF853,DF636
F71AB,F7353,F7189
DF861,DF7E3,DF6E7
F724C,F728A,F743C
DF829,DF72E,DF7AB
F71A5,F71DE,F72C8
DF967,DF851,DF68A
F7283,F7434,F73F3
DF9CB,DF92F,DF82B
F7383,F753B,F7402
DFA80,DFA0E,DFB35
F74BE,F73AE,F73B5
DF905,DF816,DF910
F7330,F71DC,F70E3
DF4A8,DF668,DF6B1
F7136,F72C9,F70DD
DF6C6,DF619,DF67C
F709C,F72F1,F7061
DF69F,DF5A8,DF62A
F7056,F704E,F7031
DF648,DF51C,DF4B8
F7005,F70FD,F7016
DF6A0,DF5E3,DF602
F6FDD,F7015,F6F2D
DF5A6,DF59C,DF746
F71D4,F72C5,F7103
DF6E2,DF884,DF7EF
F7110,F70E7,F727A
DF694,DF52A,DF5BF
F6ED6,F7110,F7155
DF79D,DF5CA,DF526
F705C,F7178,F711C
DF888,DF6E6,DF62D
F6FD4,F71E0,F7216
DF721,DF6F1,DF712
F6FF9,F71BF,F70C2
DF730,DF4C9,DF64B
F6F27,F713E,F70FE
DF6AC,DF656,DF79A
F7246,F7258,F71DF
DF4F0,DF701,DF88A
F7105,F6FDD,F7171
DF7E4,DF777,DF771
F7506,F71FB,F7251
DF829,DF775,DF8D5
F7169,F7159,F71C2
DF842,DFAE8,DFA9C
F72D6,F72DF,F7357
DF804,DF939,DF8AF
F727B,F720A,F72DA
DF9FE,DF876,DF629
F742C,F72C1,F725A
DF855,DF7C1,DF7D4
F72CA,F74A7,F70F8
DF83C,DF8A7,DF9D6
F746C,F7397,F73F9
DF9C1,DFA3D,DF904
F7512,F7475,F735A
DF994,DF96A,DF8E6
F73FA,F74BF,F7534
DF9D8,DFA1E,DF8C1
F747F,F75FC,F74E9
DFA38,DF83A,DF8CB
F718B,F7501,F72B8
DF997,DF979,DF97B
F7339,F7451,F73DF
DF89D,DF97B,DF97E
F7475,F751B,F72AA
DFBD6,DFB55,DFA15
F72EC,F7502,F742D
DFB26,DF9C3,DF8B1
F732D,F747F,F74DE
DF99D,DFC1B,DF963
F7417,F7517,F77D3
DF9B8,DF9E0,DFB20
F74DC,F73CE,F74E4
DFA87,DF9D6,DFA20
F65D4,F63B5,F649A
DFB20,DFD81,DFB9A
F75A8,F7578,F76DB
DF9F4,DFB49,DFBAC
F7607,F76C2,F75D3
DFBDC,DFA5D,DFB74
F767B,F7635,F7616
DFC05,DFBC3,DFC91
F76FD,F7773,F77BF
DFCB9,DFC7A,DFD23
F767F,F7779,F773A
DFC70,DFC3E,DFB8B
F7763,F7682,F7818
DFB83,DFC15,DFA7A
F756B,F76AC,F75F0
DFE2C,DFCED,DFCF1
F7968,F7729,F76BB
DFB66,DFC06,DFDD8
F7787,F76B0,F77CF
DFD99,DFD7E,DFE24
F7779,F77A5,F7887
DFC75,DFF0D,DFE54
F76AB,F76B7,F78BB
DFC9C,DFD9B,DFC80
F7830,F77D2,F783D
DFD0D,DFFDA,DFD73
F76BF,F7733,F7653
DFB7D,DFCCB,DFDD9
F7819,F7985,F7B00
DFC58,DFD72,DFE97
F774F,F76E6,F7794
DFD64,DFE1E,DFD7F
F7845,F782B,F7855
DFE17,E007A,DFDBE
F79C0,F79BE,F79FE
DFDF9,DFF19,DFEA4
F79BB,F78A2,F7913
DFF26,E002B,DFFCC
F7AC5,F79E1,F797A
DFFF9,DFE62,DFE1E
F7ABD,F7A1E,F7AA8
DFE49,DFE83,DFE31
F793E,F7705,F78B1
DFFCB,E0106,DFF0B
F7757,F7935,F7A74
DFF56,DFF72,DFFF8
F7B88,F77BD,F7B43
DFFE2,E0179,E0143
F7C3F,F7CAF,F7AD4
E005A,E018C,E0154
F7ACA,F7A1D,F7AC5
DFF3F,E001D,DFF5C
F7A20,F7B51,F7BA5
DFF93,DFFA8,DFF35
F799B,F7C40,F7A5C
E0104,E01B5,DFE5A
F7B89,F79DC,F7B48
DFF35,E0017,DFF74
F7B26,F7D04,F7A4E
E0240,E0008,E0254
F7A24,F79EC,F79ED
E00CC,E0007,E00B2
F7B9D,F7C1C,F7A0B
E009A,DFFDE,DFF52
F7A1A,F7B0E,F7A5C
DFCFB,DFC6D,DFCFE
F769C,F767D,F7725
DFD92,DFC74,DFCE3
F76AE,F76FF,F7835
DFFA7,DFE5A,DFE56
F78C2,F78F2,F79CF
DFE22,DFEA2,DFC2C
F797E,F769C,F7AC4
E0033,DFF0B,DFD9C
F7A05,F78B1,F7909
DFF87,DFE86,DFF4B
F7952,F7892,F798D
E00E7,DFE42,DFDAC
F7759,F7864,F788E
DFEDB,DFEF1,DFE77
F78F8,F789E,F7A38
DFE56,DFF84,DFD7D
F77C1,F793A,F79BF
DFFC1,E0003,DFCA5
F7920,F78F4,F76B6
DFEE0,DFE50,DFDD1
F7900,F7893,F7A14
DFFCD,DFE94,DFFF5
F79A9,F7BF7,F79FA
DFDC2,DFF52,DFF4A
F7A39,F7AF4,F7850
DFF30,E0054,DFF0B
F7B83,F7BE0,F7BFA
E016B,E00DD,DFEF7
F7971,F7996,F7A61
DFEE3,DFDC6,DFF02
F7818,F7B17,F7ABD
E00A5,E0321,E0071
F7B6D,F7A55,F7AE3
E00B3,E01E3,E02D9
F7A92,F7CBB,F7C34
E0133,E02D3,E002E
F7C0E,F7C22,F7C13
E02BA,E019A,E03A1
F7B78,F7B90,F7A85
E040B,E0131,E0325
F7DAF,F7D55,F7C20
E0301,E01E2,E0000
F7D03,F7CB0,F7D4D
E0253,E021B,E025D
F7B40,F7C74,F7B75
E0487,E025F,E025E
F7E42,F7F50,F7F77
E01A9,E037A,E0309
F7C12,F7D5A,F7EDA
E039E,E02AA,E031F
F7E45,F7D9F,F7EE8
E049A,E0225,E0336
F7DF3,F7DC9,F7F08
E0330,E0211,E034E
F7F2E,F7EDC,F7DF7
E037F,E0255,E04CD
F7F94,F7D41,F7C62
E0304,E02ED,E0468
F7E04,F7E31,F7DC9
E0392,E0313,E044A
F7F29,F7F08,F7E63
E0306,E034B,E054A
F68AF,F6B2D,F6BF3
DF7C5,DF795,DF88F
F7198,F713B,F725F
DF8F4,DF841,DF871
F728F,F7132,F7418
DF86A,DF83A,DF8FC
F71A5,F71D1,F7156
DF959,DF7E5,DF7D3
F7250,F71B3,F73E0
DF7C5,DF8D7,DF9A1
F7378,F718B,F7299
DF956,DF881,DF97C
F73ED,F7463,F71CF
DF811,DF923,DF8B4
F72CC,F7159,F722F
DF7B9,DF847,DF6BB
F7195,F72C3,F73CC
DF74D,DF7E6,DF678
F7239,F73F6,F7393
DFA2F,DF829,DF718
F7331,F71FB,F72BE
DF805,DF772,DF720
F72CA,F7433,F733B
DF941,DF883,DF7FB
F7427,F7389,F74A1
DFAEA,DF96F,DF86E
F7474,F7484,F7619
DF86B,DF8E3,DF94B
F7326,F7327,F7329
DF8A3,DF974,DF8BC
F7434,F749D,F72C9
DFAF4,DF922,DF8C4
F73C2,F757E,F736F
DFC4C,DFBD2,DFA8F
F7489,F7458,F7562
DFAF9,DFAE7,DF8F6
F74C0,F75D5,F75CF
DFB14,DFA30,DFA31
F7339,F72AF,F73A3
DF998,DFAA5,DF90C
F774C,F75D6,F751D
DF9F5,DF9A5,DF923
F7596,F745E,F74CE
DFC28,DFA2E,DFBBB
F75D7,F7658,F74F4
DF9F6,DF9B5,DFB84
F73A5,F7550,F7463
DFA7E,DFA66,DF9FF
F7656,F7834,F77A6
DFB9F,DFA96,DFA5C
F74F5,F757C,F74EC
DFBA1,DFB62,DFC0A
F75D3,F75EB,F7764
DFE0E,DFDCA,DFBC9
F7591,F76C8,F75E0
DFC5B,DF9DC,DFB9E
F76EC,F767B,F7546
DFBA6,DFB04,DFC70
F76DD,F7809,F78C8
DFD9C,DFCBD,DFC0C
F75C0,F777E,F75D6
DFD97,DFD1E,DFDB7
F7770,F7877,F75B4
DFB96,DFAC6,DFC23
F74C8,F7773,F76AF
DF7BF,DFA5A,DF946
F7474,F7476,F7653
DFB13,DF98F,DF81E
F73A7,F73FB,F732F
DFA15,DF8BF,DF8C2
F72D7,F7376,F759F
DFA93,DF9FF,DF7B6
F7418,F7416,F770D
DF946,DFA55,DF95C
F74BD,F73CC,F7459
DF85F,DFA65,DF8B0
F751F,F74A6,F761B
DFAA9,DFAD2,DFB42
F74D9,F75DC,F762D
DFA30,DFC95,DF92A
F77FB,F7540,F753C
DFBC6,DFD49,DFB11
F74CE,F751B,F762E
DFBB2,DFA26,DFB6A
F7605,F7524,F769C
DFB7E,DFAF7,DFC0F
F77A2,F76BB,F764A
DFCF4,DFB3D,DFBFD
F7697,F7777,F76F1
DFD12,DFC3F,DFBE0
F75BE,F76F1,F7687
DFC46,DFC25,DFD49
F75EA,F7657,F7665
DF9DB,DFE91,DFBFF
F75D2,F779B,F7600
DFC79,DFC6B,DFA22
F76EE,F75A3,F7597
DFCB4,DFC65,DFC2A
F7505,F7714,F794E
DFE34,DFCC3,DFCE9
F783B,F7959,F7730
DFEDA,DFFC1,DFDC2
F7612,F789C,F77AA
DFD3B,DFE74,DFD09
F797D,F7947,F77CB
DFFEE,DFF0D,DFF71
F79DE,F7AB3,F79FF
DFDB8,DFE0A,DFDBD
F7809,F76D3,F7718
DFDE0,DFEC0,DFE73
F74A7,F755E,F7799
DFE6D,DFBB7,DFD95
F77D4,F785C,F7889
DFC5A,DFE77,DFE34
F7877,F7960,F788C
DFEED,DFF7A,DFCC1
F78AC,F7A63,F7A90
DFEE0,E00D4,DFFDB
F7875,F79D0,F791A
DFE73,DFE9C,DFDE0
F780F,F7AC6,F78EB
DFF4D,DFFC3,DFECD
F7AAD,F7819,F7738
DFF96,DFED9,DFE5E
F792A,F7B32,F7A1A
E0031,DFF27,DFF29
F7872,F7B1E,F792B
E0033,DFF2A,E000F
F699E,F6A39,F6BAE
DFE2B,DFF85,DFEC5
F7863,F78CA,F7A64
DFFE3,DFEAC,DFDDB
F7B20,F7B92,F79A8
E001E,DFEB5,E012A
F7897,F7A8A,F7A12
E011C,DFF21,DFEEA
F7A35,F7942,F7A64
E00B4,E01BC,E0018
F7B92,F7B0B,F78FE
E0053,E010E,DFD0E
F79A8,F7A8C,F7A27
DFFA7,DFEF3,DFFC1
F7A17,F7A76,F7B18
E00A4,E00D3,E0164
F7BC5,F7B8A,F7B8B
DFFD4,E0084,E001A
F7A62,F7AE2,F7B19
DFF9A,E029D,DFFB1
F7AEF,F7BEF,F7A9F
DFFC3,E02E2,E01F6
F7C09,F7BDD,F7A5B
E0187,E0208,E0018
F7BEF,F7C00,F7BF5
E00AC,E01C5,DFF5C
F7E03,F7D48,F7BC6
E029D,E0252,E03DF
F7C6C,F7CFE,F7B21
E024C,E0152,E027D
F7AEA,F7BB5,F7B16
E028A,E0223,E0403
F7A79,F7BB6,F7C45
E0263,E01A4,E038C
F7ECF,F7D9D,F7CEA
E030B,E0400,E036B
F7E0F,F7EAB,F7DC2
E03FB,E0318,E02F6
F7B5E,F7D4F,F7C3B
E028A,E0313,E04FA
F7D3A,F7D2E,F7ED4
E01AB,E04A6,E0406
F7D18,F7F14,F7FAD
E04D7,E02C0,E036E
F7EA9,F7F75,F7F87
E0494,E03F8,E02A7
F7EF8,F7EB8,F7DE5
E0488,E061C,E0704
F8083,F819E,F8158
E06F4,E05B3,E059C
F8086,F81D9,F8099
E06D9,E0626,E05A9
F7FF4,F803A,F7FAE
E050B,E0565,E059D
F7F37,F7FA9,F7F47
E0568,E04E6,E035E
F8057,F80CB,F80F0
E0521,E0561,E06B4
F7F24,F800C,F80BC
E05C9,E04E1,E0685
F7FDB,F7FCB,F81AF
E0666,E0569,E06DA
F8087,F802E,F800F
E0656,E06A8,E06B9
F7FC3,F805B,F7FE6
E02AD,E0362,E02C7
F7CEA,F7B54,F7E89
E0524,E02CC,E02A9
F7F05,F7DB8,F7FF2
E0161,E0335,E0350
F7E80,F7E0E,F7D37
E02E1,E019D,E0370
F7D0B,F7E49,F7ECE
E0362,E0474,E03B9
F7E8F,F7EDF,F7EBA
E0494,E0430,E0289
F7FA8,F7FF7,F7ED0
E03F9,E02A5,E039F
F7F59,F7C56,F7C86
E02D6,E0128,E03FF
F8006,F7E91,F7CFC
E0190,E053D,E01FD
F7DC2,F7E1D,F7BB7
E044B,E03A2,E02C5
F7CBF,F7E67,F7DFF
E049E,E0473,E01F9
F7EC7,F7ED4,F7EA2
E044F,E02CB,E0371
F80AF,F8087,F7E59
E0516,E04D2,E05F0
F7DE4,F7CFE,F7DDD
E04F2,E0569,E05E1
F7EF8,F80AB,F81C0
E0432,E0328,E053A
F7DE0,F7BF2,F7F3C
E02C2,E05CF,E0380
F7E81,F7E97,F7E61
E05BA,E0641,E0579
F80B6,F8151,F7E95
E05DD,E05EA,E04C8
F8072,F8007,F807A
E0588,E04C3,E066A
F80AA,F7F14,F7F47
E04F5,E049C,E070A
F8121,F8008,F81D6
E0750,E0729,E0777
F80AD,F824F,F81E1
E065B,E0571,E05D2
F7F03,F822D,F809F
E0766,E06EF,E06B7
F8177,F82EE,F8219
E0708,E065D,E081B
F81C7,F81F4,F815C
E07F7,E07D5,E0785
F8099,F83B7,F821B
E06CB,E091F,E076A
F81A1,F8199,F82B3
E07B0,E08ED,E07CC
F81AF,F8352,F827F
E0784,E06D3,E0713
F8302,F830F,F822C
E0728,E095E,E09CD
F82A4,F82ED,F8272
E09FB,E06F5,E089C
F812A,F82B6,F823C
E0791,E0713,E0894
F85B5,F80F0,F843A
E07E2,E0800,E08B9
F674A,F6891,F6645
E078A,E089D,E0833
F8317,F83A3,F8378
E0A09,E0ABE,E08E0
F8368,F83CB,F829B
E09B5,E08B0,E097C
F848C,F8179,F83F0
E0B00,E0A23,E0821
F8407,F84B4,F8559
E0A02,E0B6D,E0A20
F84F5,F84FD,F833A
E0A13,E0919,E081C
F825C,F843F,F84B0
E093D,E0AAC,E0B1C
F84C6,F858F,F83B0
E0AC6,E0A36,E0ABB
F841D,F85B8,F8543
E0A6F,E0B6C,E0AA5
F8484,F8409,F8436
E0A56,E0906,E09AB
F8406,F85EA,F8494
E09A0,E0B35,E09EF
F8386,F84BE,F82F8
E09EC,E08FC,E0B94
F83CF,F82F8,F84AA
E0A34,E097E,E0A52
F856E,F8606,F84E1
E0BC5,E0ADA,E0C0A
F84E4,F8403,F860C
E0A40,E091D,E0A26
F83B5,F8279,F84BE
E0A70,E0D1F,E0A7B
F86BF,F8401,F839B
E0B5C,E0B4A,E0DB3
F8512,F8625,F86F6
E0BA7,E0997,E0B1A
F861E,F8618,F85AC
E0D64,E0B86,E0CE4
F8668,F8722,F83D1
E0BF7,E0B45,E0BFA
F84D3,F886C,F8839
E0E02,E0BAC,E0B0E
F8708,F8444,F83B7
E0B16,E0AC1,E0CEA
F85E0,F8586,F877E
E0C52,E0B4A,E0CD0
F8841,F877A,F8806
E0B19,E0BFB,E0B92
F887F,F86F4,F8842
E0B97,E0BE3,E0B38
F864A,F8631,F8605
E0C8B,E0BB5,E0D88
F897A,F89AF,F89FC
E0F86,E0E25,E0E0D
F892D,F8939,F8865
E0F1D,E0DFF,E0F3F
F888C,F89A3,F8971
E0E79,E0F71,E0F40
F89C6,F8AFC,F89B7
E0DBD,E0D8D,E0E0B
F88D4,F89E8,F8B40
E1063,E0BBD,E0F76
F87D0,F8825,F89DD
E10DA,E0E07,E0D50
F87ED,F873F,F883B
E0ABB,E0AE9,E0A52
F86C6,F86B2,F8721
E0C26,E0C73,E0A74
F8513,F87DC,F8563
E0DC2,E0CF9,E0B70
F86FF,F862A,F861B
E0D6B,E0BEE,E0C9F
F87B4,F8681,F84CB
E0A0C,E0C57,E0C9A
F859F,F86BB,F8800
E0997,E0DCD,E0BE2
F876C,F8642,F86EE
E0B06,E0B30,E0AE4
F8664,F8867,F870B
E0C7C,E0E3C,E0CFC
F87A9,F89DB,F88E2
E0DAC,E0DA2,E0CBB
F872A,F8778,F8839
E0CF3,E0B0F,E0DDC
F87A1,F860C,F883A
E0DC0,E0B6E,E0E14
F86A9,F873C,F878E
E0D57,E0DF6,E0CCD
F8792,F873B,F884A
E0D49,E0D8F,E0E6E
F88F2,F86AD,F87D7
E0B30,E0D89,E0CF6
F8653,F861E,F87F1
E0F26,E0BE1,E0DC4
F86D7,F885A,F8699
E0A7A,E0CD9,E0C80
F86E1,F8701,F87D8
E0E73,E0F48,E0E22
F8886,F88A0,F88C1
E0F5D,E1104,E0EA6
F88B5,F8BAD,F882F
E0D56,E0DED,E0F85
F87DD,F8910,F89FA
E1119,E0DFE,E0EF2
F8A79,F8AA8,F8A56
E0FFB,E0EC4,E0F1B
F886A,F8889,F890E
E0E9A,E0FEA,E0EC3
F8AB7,F8B7E,F8A0D
E0DBF,E0F82,E1086
F8A59,F8930,F88AA
E0FBC,E105A,E0E75
F8AFA,F8B51,F8968
E0F76,E0E9D,E111A
F892C,F8B61,F8BBC
E1209,E116E,E1135
F8C85,F8A3E,F8CE1
E1051,E1057,E10D6
F89E9,F8A11,F8C06
E11E7,E10C7,E105A
F8A5C,F8A52,F8AA5
E115E,E0FA0,E10CA
F8BB0,F8A90,F8B12
E1089,E0F60,E1026
F8C68,F8BDD,F8BE2
E104A,E1106,E1136
F894C,F8A14,F8A47
E0EB1,E1051,E0E81
F7AAE,F7BA7,F7AA6
E0F38,E0F4C,E0F33
F890D,F8956,F8B39
E0F50,E10BE,E1168
F8AF3,F8A1E,F8A6C
E1141,E10C1,E0E79
F8A04,F8893,F8A5B
E0FD0,E0EC1,E1071
F88FF,F8B0A,F8B67
E115C,E1069,E101E
F8C5F,F8BA8,F8AF6
E10E7,E1139,E12B2
F8A99,F8AD9,F8B82
E10E0,E1057,E1056
F8BFC,F8C2A,F8D12
E12BE,E1215,E0F5D
F8C3D,F8D0E,F8D4B
E1333,E1313,E1204
F9046,F8C59,F8C9B
E12A6,E14EA,E11F1
F8E9E,F8DD0,F8E06
E1197,E1285,E11FD
F8C9F,F8B03,F8B33
E1243,E1245,E10BD
F8B97,F8BFC,F8BE4
E1202,E107F,E1128
F8933,F8CBA,F8ADE
E1293,E1105,E10F2
F8C78,F8DD4,F8C77
E1212,E12B1,E10FA
F89C0,F8B67,F8D47
E128F,E12BF,E1106
F8D90,F8B5A,F8BB3
E1259,E13B6,E13B1
F8D05,F8CE6,F8D15
E128C,E13FF,E14F1
F8DEE,F8D7C,F8D86
E134D,E12B0,E1499
F8E78,F8C06,F8E79
E1321,E13CF,E12A1
F8E85,F8D85,F8DD4
E12A4,E11FA,E13C0
F8DF2,F8E97,F8D8C
E139B,E1340,E13BA
F8BE8,F8E78,F8E6D
E1241,E11F4,E137B
F8E1B,F8F67,F8FA9
E13A1,E13E8,E13BA
F8DF5,F8F7B,F90AB
E1626,E1594,E14AD
F906C,F903A,F8ED3
E1422,E1295,E1554
F904F,F915A,F9002
E1591,E156F,E18C4
F8EF2,F8F2C,F8F6B
E15A9,E15BA,E155D
F8F3A,F90E5,F906C
E157E,E15AE,E1597
F8D05,F8EA5,F90CC
E15E4,E158E,E163E
F8FA0,F9049,F8F5A
E14AD,E16C6,E143D
F8FAB,F8F86,F8F90
E14C0,E13B4,E141A
F90B3,F8FCC,F8F29
E13F7,E10A4,E11B9
F8D59,F8CE4,F8CAF
E132C,E143D,E112F
F8CBE,F8D42,F8CCB
E11E6,E139B,E12CC
F8D09,F8E44,F8F56
E1517,E149B,E13B3
F8E4D,F8DC0,F8DE1
E1472,E1247,E12C5
F8B28,F8DB9,F8DF4
E154C,E1574,E14E8
F8E8F,F8C8E,F8F4E
E13B9,E146F,E1530
F8E8A,F8D58,F8D85
E1263,E135D,E1331
F8DF6,F8E07,F8D39
E135C,E145C,E1219
F8E55,F8E43,F8EC9
E13F4,E13A3,E13EF
F90A2,F8F46,F90EC
E1276,E1563,E1584
F8FA8,F8FD6,F8E2E
E13AE,E1428,E1319
F9031,F9095,F8F5B
E1632,E14D7,E1468
F8E03,F8EF6,F8D62
E148C,E14E5,E15CA
F8E57,F8F10,F915C
E15D9,E1445,E14A5
F9015,F8CBD,F8DBA
E149F,E14CD,E1422
F8F31,F8D72,F8EA9
E1570,E13E9,E1553
F8E2B,F8ED6,F8F56
E15AC,E1583,E17E3
F8F5C,F8F68,F8EBD
E157D,E1516,E1623
F8E6D,F90E1,F9024
E161A,E1603,E14CB
F8FF7,F8EEC,F8F43
E169D,E15C9,E15C1
F913D,F903E,F90CF
E17F9,E1520,E179B
F90F0,F9213,F8E61
E1584,E17F7,E15B2
F8F7B,F90C2,F909C
E15F0,E16C2,E175E
F91AB,F924D,F8F2D
E15FD,E1763,E16B8
F9074,F948F,F9137
E180A,E178D,E16E4
F9296,F939C,F9314
E1A05,E1967,E1988
F929B,F92F7,F9266
E181F,E175E,E1736
F93E1,F9312,F91CE
E1A7E,E1717,E1951
F94A2,F92EF,F9268
E1888,E18B7,E197E
F9349,F935E,F92C4
E199E,E192B,E1919
F92BC,F931C,F92AB
E17C9,E1A5E,E1A5A
FA0B9,F9EDA,FA193
DD85D,DD7CC,DD72A
F50F3,F5103,F524F
DD74C,DD7F3,DD73E
F52A6,F5053,F5296
DD8B1,DD6DF,DD8F3
F52D6,F53D0,F519D
DD567,DD84A,DD6F2
F52AB,F5312,F51D9
DD687,DD7CD,DD776
F53AD,F51CE,F5314
DD8B5,DD82E,DD979
F514D,F51BD,F5417
DD872,DD896,DD6B8
F5297,F513A,F5239
DDADF,DDA30,DDACD
F5633,F54D1,F54FC
DD8FA,DD7E9,DDB13
F5384,F54D3,F5425
DDAD0,DDB16,DD993
F55F9,F5535,F535A
DD8DC,DDA0B,DD98C
F5324,F540F,F54A5
DDB08,DDA43,DD909
F53BE,F53DB,F5504
DD7CE,DDAF3,DD8F7
F5436,F53B0,F54C2
DD918,DD9F0,DD9A4
F52A3,F5341,F5384
DD7B2,DD75D,DD878
F53DB,F51A1,F5192
DD9FF,DD962,DD883
F525E,F54E7,F50A5
DDB8A,DDBBD,DDB0F
F568B,F55A2,F5669
DDB84,DDD06,DDD62
F5650,F55C1,F55E9
DDBB6,DDA48,DD9CC
F5441,F5495,F555B
DDC0F,DD9E9,DDD86
F55E7,F56A1,F581F
DDB60,DDD4B,DDC66
F5788,F55DB,F56BF
DDBB1,DDADA,DDBE9
F56D3,F561C,F5777
